Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2003,1,1,coulthard,David,Coulthard,British,10
2003,1,2,montoya,Juan,Pablo Montoya,Colombian,8
2003,1,3,raikkonen,Kimi,Räikkönen,Finnish,6
2003,1,4,michael_schumacher,Michael,Schumacher,German,5
2003,1,5,trulli,Jarno,Trulli,Italian,4
2003,1,6,frentzen,Heinz-Harald,Frentzen,German,3
2003,1,7,alonso,Fernando,Alonso,Spanish,2
2003,1,8,ralf_schumacher,Ralf,Schumacher,German,1
2003,1,9,villeneuve,Jacques,Villeneuve,Canadian,0
2003,1,10,button,Jenson,Button,British,0
2003,1,11,verstappen,Jos,Verstappen,Dutch,0
