Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2018,12,1,Mercedes,German,345,5
2018,12,2,Ferrari,Italian,335,4
2018,12,3,Red Bull,Austrian,223,3
2018,12,4,Renault,French,82,0
2018,12,5,Haas F1 Team,American,66,0
2018,12,6,Force India,Indian,59,0
2018,12,7,McLaren,British,52,0
2018,12,8,Toro Rosso,Italian,28,0
2018,12,9,Sauber,Swiss,18,0
2018,12,10,Williams,British,4,0
