Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2018,1,1,Ferrari,Italian,40,1
2018,1,2,Mercedes,German,22,0
2018,1,3,Red Bull,Austrian,20,0
2018,1,4,McLaren,British,12,0
2018,1,5,Renault,French,7,0
2018,1,6,Force India,Indian,0,0
2018,1,7,Sauber,Swiss,0,0
2018,1,8,Williams,British,0,0
2018,1,9,Toro Rosso,Italian,0,0
2018,1,10,Haas F1 Team,American,0,0
