Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2010,19,1,Red Bull,Austrian,498,9
2010,19,2,McLaren,British,454,5
2010,19,3,Ferrari,Italian,396,5
2010,19,4,Mercedes,German,214,0
2010,19,5,Renault,French,163,0
2010,19,6,Williams,British,69,0
2010,19,7,Force India,Indian,68,0
2010,19,8,Sauber,Swiss,44,0
2010,19,9,Toro Rosso,Italian,13,0
2010,19,10,Lotus,Malaysian,0,0
2010,19,11,HRT,Spanish,0,0
2010,19,12,Virgin,British,0,0
