Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2005,15,1,alonso,Fernando,Alonso,Spanish,103
2005,15,2,raikkonen,Kimi,Räikkönen,Finnish,76
2005,15,3,michael_schumacher,Michael,Schumacher,German,55
2005,15,4,montoya,Juan,Pablo Montoya,Colombian,50
2005,15,5,trulli,Jarno,Trulli,Italian,43
2005,15,6,fisichella,Giancarlo,Fisichella,Italian,41
2005,15,7,ralf_schumacher,Ralf,Schumacher,German,35
2005,15,8,barrichello,Rubens,Barrichello,Brazilian,31
2005,15,9,heidfeld,Nick,Heidfeld,German,28
2005,15,10,button,Jenson,Button,British,24
2005,15,11,webber,Mark,Webber,Australian,24
2005,15,12,coulthard,David,Coulthard,British,21
2005,15,13,massa,Felipe,Massa,Brazilian,8
2005,15,14,monteiro,Tiago,Monteiro,Portuguese,6
2005,15,15,wurz,Alexander,Wurz,Austrian,6
2005,15,16,villeneuve,Jacques,Villeneuve,Canadian,6
2005,15,17,karthikeyan,Narain,Karthikeyan,Indian,5
2005,15,18,klien,Christian,Klien,Austrian,5
2005,15,19,albers,Christijan,Albers,Dutch,4
2005,15,20,rosa,Pedro,de la Rosa,Spanish,4
2005,15,21,friesacher,Patrick,Friesacher,Austrian,3
2005,15,22,pizzonia,Antônio,Pizzonia,Brazilian,2
2005,15,23,sato,Takuma,Sato,Japanese,1
2005,15,24,liuzzi,Vitantonio,Liuzzi,Italian,1
2005,15,25,doornbos,Robert,Doornbos,Dutch,0
2005,15,26,zonta,Ricardo,Zonta,Brazilian,0
2005,15,27,davidson,Anthony,Davidson,British,0
