Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2018,8,French Grand Prix,1,HAM,Lewis,Hamilton,British,Mercedes,1:31.271,1:30.645,1:30.029
2018,8,French Grand Prix,2,BOT,Valtteri,Bottas,Finnish,Mercedes,1:31.776,1:31.227,1:30.147
2018,8,French Grand Prix,3,VET,Sebastian,Vettel,German,Ferrari,1:31.820,1:30.751,1:30.400
2018,8,French Grand Prix,4,VER,Max,Verstappen,Dutch,Red Bull,1:31.531,1:30.818,1:30.705
2018,8,French Grand Prix,5,RIC,Daniel,Ricciardo,Australian,Red Bull,1:31.910,1:31.538,1:30.895
2018,8,French Grand Prix,6,RAI,Kimi,Räikkönen,Finnish,Ferrari,1:31.567,1:30.772,1:31.057
2018,8,French Grand Prix,7,SAI,Carlos,Sainz,Spanish,Renault,1:32.394,1:32.016,1:32.126
2018,8,French Grand Prix,8,LEC,Charles,Leclerc,Monegasque,Sauber,1:32.538,1:32.055,1:32.635
2018,8,French Grand Prix,9,MAG,Kevin,Magnussen,Danish,Haas F1 Team,1:32.169,1:31.510,1:32.930
2018,8,French Grand Prix,10,GRO,Romain,Grosjean,French,Haas F1 Team,1:32.083,1:31.472,
2018,8,French Grand Prix,11,OCO,Esteban,Ocon,French,Force India,1:32.786,1:32.075,
2018,8,French Grand Prix,12,HUL,Nico,Hülkenberg,German,Renault,1:32.949,1:32.115,
2018,8,French Grand Prix,13,PER,Sergio,Pérez,Mexican,Force India,1:32.692,1:32.454,
2018,8,French Grand Prix,14,GAS,Pierre,Gasly,French,Toro Rosso,1:32.447,1:32.460,
2018,8,French Grand Prix,15,ERI,Marcus,Ericsson,Swedish,Sauber,1:32.804,1:32.820,
2018,8,French Grand Prix,16,ALO,Fernando,Alonso,Spanish,McLaren,1:32.976,,
2018,8,French Grand Prix,17,HAR,Brendon,Hartley,New Zealander,Toro Rosso,1:33.025,,
2018,8,French Grand Prix,18,VAN,Stoffel,Vandoorne,Belgian,McLaren,1:33.162,,
2018,8,French Grand Prix,19,SIR,Sergey,Sirotkin,Russian,Williams,1:33.636,,
2018,8,French Grand Prix,20,STR,Lance,Stroll,Canadian,Williams,1:33.729,,
