Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2021,13,1,Mercedes,German,344.5,4
2021,13,2,Red Bull,Austrian,332.5,8
2021,13,3,Ferrari,Italian,181.5,0
2021,13,4,McLaren,British,170,0
2021,13,5,Alpine F1 Team,French,90,1
2021,13,6,AlphaTauri,Italian,84,0
2021,13,7,Aston Martin,British,53,0
2021,13,8,Williams,British,20,0
2021,13,9,Alfa Romeo,Swiss,3,0
2021,13,10,Haas F1 Team,American,0,0
