Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2015,9,1,hamilton,Lewis,Hamilton,British,194
2015,9,2,rosberg,Nico,Rosberg,German,177
2015,9,3,vettel,Sebastian,Vettel,German,135
2015,9,4,bottas,Valtteri,Bottas,Finnish,77
2015,9,5,raikkonen,Kimi,Räikkönen,Finnish,76
2015,9,6,massa,Felipe,Massa,Brazilian,74
2015,9,7,ricciardo,Daniel,Ricciardo,Australian,36
2015,9,8,kvyat,Daniil,Kvyat,Russian,27
2015,9,9,hulkenberg,Nico,Hülkenberg,German,24
2015,9,10,grosjean,Romain,Grosjean,French,17
2015,9,11,nasr,Felipe,Nasr,Brazilian,16
2015,9,12,perez,Sergio,Pérez,Mexican,15
2015,9,13,maldonado,Pastor,Maldonado,Venezuelan,12
2015,9,14,max_verstappen,Max,Verstappen,Dutch,10
2015,9,15,sainz,Carlos,Sainz,Spanish,9
2015,9,16,ericsson,Marcus,Ericsson,Swedish,5
2015,9,17,button,Jenson,Button,British,4
2015,9,18,alonso,Fernando,Alonso,Spanish,1
2015,9,19,merhi,Roberto,Merhi,Spanish,0
2015,9,20,stevens,Will,Stevens,British,0
2015,9,21,kevin_magnussen,Kevin,Magnussen,Danish,0
