Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2004,15,1,michael_schumacher,Michael,Schumacher,German,136
2004,15,2,barrichello,Rubens,Barrichello,Brazilian,98
2004,15,3,button,Jenson,Button,British,71
2004,15,4,trulli,Jarno,Trulli,Italian,46
2004,15,5,alonso,Fernando,Alonso,Spanish,45
2004,15,6,montoya,Juan,Pablo Montoya,Colombian,42
2004,15,7,raikkonen,Kimi,Räikkönen,Finnish,28
2004,15,8,coulthard,David,Coulthard,British,24
2004,15,9,sato,Takuma,Sato,Japanese,23
2004,15,10,fisichella,Giancarlo,Fisichella,Italian,19
2004,15,11,ralf_schumacher,Ralf,Schumacher,German,12
2004,15,12,massa,Felipe,Massa,Brazilian,10
2004,15,13,webber,Mark,Webber,Australian,7
2004,15,14,panis,Olivier,Panis,French,6
2004,15,15,pizzonia,Antônio,Pizzonia,Brazilian,6
2004,15,16,klien,Christian,Klien,Austrian,3
2004,15,17,matta,Cristiano,da Matta,Brazilian,3
2004,15,18,heidfeld,Nick,Heidfeld,German,3
2004,15,19,glock,Timo,Glock,German,2
2004,15,20,baumgartner,Zsolt,Baumgartner,Hungarian,1
2004,15,21,zonta,Ricardo,Zonta,Brazilian,0
2004,15,22,gene,Marc,Gené,Spanish,0
2004,15,23,pantano,Giorgio,Pantano,Italian,0
2004,15,24,bruni,Gianmaria,Bruni,Italian,0
