Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2000,7,1,michael_schumacher,Michael,Schumacher,German,46
2000,7,2,coulthard,David,Coulthard,British,34
2000,7,3,hakkinen,Mika,Häkkinen,Finnish,29
2000,7,4,barrichello,Rubens,Barrichello,Brazilian,22
2000,7,5,fisichella,Giancarlo,Fisichella,Italian,14
2000,7,6,ralf_schumacher,Ralf,Schumacher,German,12
2000,7,7,frentzen,Heinz-Harald,Frentzen,German,5
2000,7,8,villeneuve,Jacques,Villeneuve,Canadian,5
2000,7,9,trulli,Jarno,Trulli,Italian,4
2000,7,10,irvine,Eddie,Irvine,British,3
2000,7,11,salo,Mika,Salo,Finnish,3
2000,7,12,button,Jenson,Button,British,3
2000,7,13,zonta,Ricardo,Zonta,Brazilian,1
2000,7,14,rosa,Pedro,de la Rosa,Spanish,1
2000,7,15,diniz,Pedro,Diniz,Brazilian,0
2000,7,16,wurz,Alexander,Wurz,Austrian,0
2000,7,17,verstappen,Jos,Verstappen,Dutch,0
2000,7,18,heidfeld,Nick,Heidfeld,German,0
2000,7,19,mazzacane,Gastón,Mazzacane,Argentine,0
2000,7,20,gene,Marc,Gené,Spanish,0
2000,7,21,herbert,Johnny,Herbert,British,0
2000,7,22,alesi,Jean,Alesi,French,0
