Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2010,9,1,McLaren,British,248,4
2010,9,2,Red Bull,Austrian,218,4
2010,9,3,Ferrari,Italian,165,1
2010,9,4,Mercedes,German,109,0
2010,9,5,Renault,French,89,0
2010,9,6,Force India,Indian,43,0
2010,9,7,Williams,British,20,0
2010,9,8,Toro Rosso,Italian,10,0
2010,9,9,Sauber,Swiss,7,0
2010,9,10,Lotus,Malaysian,0,0
2010,9,11,HRT,Spanish,0,0
2010,9,12,Virgin,British,0,0
