Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2006,5,1,alonso,Fernando,Alonso,Spanish,44
2006,5,2,michael_schumacher,Michael,Schumacher,German,31
2006,5,3,raikkonen,Kimi,Räikkönen,Finnish,23
2006,5,4,fisichella,Giancarlo,Fisichella,Italian,18
2006,5,5,massa,Felipe,Massa,Brazilian,15
2006,5,6,montoya,Juan,Pablo Montoya,Colombian,15
2006,5,7,button,Jenson,Button,British,13
2006,5,8,ralf_schumacher,Ralf,Schumacher,German,7
2006,5,9,barrichello,Rubens,Barrichello,Brazilian,6
2006,5,10,webber,Mark,Webber,Australian,6
2006,5,11,villeneuve,Jacques,Villeneuve,Canadian,6
2006,5,12,heidfeld,Nick,Heidfeld,German,5
2006,5,13,rosberg,Nico,Rosberg,German,4
2006,5,14,coulthard,David,Coulthard,British,1
2006,5,15,klien,Christian,Klien,Austrian,1
2006,5,16,trulli,Jarno,Trulli,Italian,0
2006,5,17,speed,Scott,Speed,American,0
2006,5,18,liuzzi,Vitantonio,Liuzzi,Italian,0
2006,5,19,albers,Christijan,Albers,Dutch,0
2006,5,20,monteiro,Tiago,Monteiro,Portuguese,0
2006,5,21,sato,Takuma,Sato,Japanese,0
2006,5,22,ide,Yuji,Ide,Japanese,0
