Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2011,19,1,vettel,Sebastian,Vettel,German,392
2011,19,2,button,Jenson,Button,British,270
2011,19,3,webber,Mark,Webber,Australian,258
2011,19,4,alonso,Fernando,Alonso,Spanish,257
2011,19,5,hamilton,Lewis,Hamilton,British,227
2011,19,6,massa,Felipe,Massa,Brazilian,118
2011,19,7,rosberg,Nico,Rosberg,German,89
2011,19,8,michael_schumacher,Michael,Schumacher,German,76
2011,19,9,sutil,Adrian,Sutil,German,42
2011,19,10,petrov,Vitaly,Petrov,Russian,37
2011,19,11,heidfeld,Nick,Heidfeld,German,34
2011,19,12,kobayashi,Kamui,Kobayashi,Japanese,30
2011,19,13,resta,Paul,di Resta,British,27
2011,19,14,alguersuari,Jaime,Alguersuari,Spanish,26
2011,19,15,buemi,Sébastien,Buemi,Swiss,15
2011,19,16,perez,Sergio,Pérez,Mexican,14
2011,19,17,barrichello,Rubens,Barrichello,Brazilian,4
2011,19,18,bruno_senna,Bruno,Senna,Brazilian,2
2011,19,19,maldonado,Pastor,Maldonado,Venezuelan,1
2011,19,20,rosa,Pedro,de la Rosa,Spanish,0
2011,19,21,trulli,Jarno,Trulli,Italian,0
2011,19,22,kovalainen,Heikki,Kovalainen,Finnish,0
2011,19,23,liuzzi,Vitantonio,Liuzzi,Italian,0
2011,19,24,ambrosio,Jérôme,d'Ambrosio,Belgian,0
2011,19,25,glock,Timo,Glock,German,0
2011,19,26,karthikeyan,Narain,Karthikeyan,Indian,0
2011,19,27,ricciardo,Daniel,Ricciardo,Australian,0
2011,19,28,chandhok,Karun,Chandhok,Indian,0
