Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2003,4,1,raikkonen,Kimi,Räikkönen,Finnish,32
2003,4,2,coulthard,David,Coulthard,British,19
2003,4,3,michael_schumacher,Michael,Schumacher,German,18
2003,4,4,alonso,Fernando,Alonso,Spanish,17
2003,4,5,barrichello,Rubens,Barrichello,Brazilian,14
2003,4,6,ralf_schumacher,Ralf,Schumacher,German,13
2003,4,7,fisichella,Giancarlo,Fisichella,Italian,10
2003,4,8,montoya,Juan,Pablo Montoya,Colombian,10
2003,4,9,trulli,Jarno,Trulli,Italian,9
2003,4,10,frentzen,Heinz-Harald,Frentzen,German,7
2003,4,11,villeneuve,Jacques,Villeneuve,Canadian,3
2003,4,12,button,Jenson,Button,British,3
2003,4,13,heidfeld,Nick,Heidfeld,German,1
2003,4,14,panis,Olivier,Panis,French,0
2003,4,15,webber,Mark,Webber,Australian,0
2003,4,16,matta,Cristiano,da Matta,Brazilian,0
2003,4,17,firman,Ralph,Firman,Irish,0
2003,4,18,verstappen,Jos,Verstappen,Dutch,0
2003,4,19,pizzonia,Antônio,Pizzonia,Brazilian,0
