Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2010,4,1,McLaren,British,109,2
2010,4,2,Ferrari,Italian,90,1
2010,4,3,Red Bull,Austrian,73,1
2010,4,4,Mercedes,German,60,0
2010,4,5,Renault,French,46,0
2010,4,6,Force India,Indian,18,0
2010,4,7,Williams,British,6,0
2010,4,8,Toro Rosso,Italian,2,0
2010,4,9,Sauber,Swiss,0,0
2010,4,10,Lotus,Malaysian,0,0
2010,4,11,HRT,Spanish,0,0
2010,4,12,Virgin,British,0,0
