Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2021,10,1,Red Bull,Austrian,289,6
2021,10,2,Mercedes,German,285,4
2021,10,3,McLaren,British,163,0
2021,10,4,Ferrari,Italian,148,0
2021,10,5,AlphaTauri,Italian,49,0
2021,10,6,Aston Martin,British,48,0
2021,10,7,Alpine F1 Team,French,40,0
2021,10,8,Alfa Romeo,Swiss,2,0
2021,10,9,Williams,British,0,0
2021,10,10,Haas F1 Team,American,0,0
