Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2021,12,1,Mercedes,German,310.5,4
2021,12,2,Red Bull,Austrian,303.5,7
2021,12,3,McLaren,British,169,0
2021,12,4,Ferrari,Italian,165.5,0
2021,12,5,Alpine F1 Team,French,80,1
2021,12,6,AlphaTauri,Italian,72,0
2021,12,7,Aston Martin,British,53,0
2021,12,8,Williams,British,20,0
2021,12,9,Alfa Romeo,Swiss,3,0
2021,12,10,Haas F1 Team,American,0,0
