Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2004,6,1,Ferrari,Italian,88,5
2004,6,2,Renault,French,52,1
2004,6,3,BAR,British,40,0
2004,6,4,Williams,British,35,0
2004,6,5,Sauber,Swiss,7,0
2004,6,6,McLaren,British,5,0
2004,6,7,Toyota,Japanese,4,0
2004,6,8,Jordan,Irish,2,0
2004,6,9,Jaguar,British,1,0
2004,6,10,Minardi,Italian,0,0
