Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2015,15,1,hamilton,Lewis,Hamilton,British,302
2015,15,2,vettel,Sebastian,Vettel,German,236
2015,15,3,rosberg,Nico,Rosberg,German,229
2015,15,4,raikkonen,Kimi,Räikkönen,Finnish,123
2015,15,5,bottas,Valtteri,Bottas,Finnish,111
2015,15,6,massa,Felipe,Massa,Brazilian,109
2015,15,7,kvyat,Daniil,Kvyat,Russian,76
2015,15,8,ricciardo,Daniel,Ricciardo,Australian,73
2015,15,9,perez,Sergio,Pérez,Mexican,54
2015,15,10,grosjean,Romain,Grosjean,French,44
2015,15,11,hulkenberg,Nico,Hülkenberg,German,38
2015,15,12,max_verstappen,Max,Verstappen,Dutch,33
2015,15,13,nasr,Felipe,Nasr,Brazilian,25
2015,15,14,maldonado,Pastor,Maldonado,Venezuelan,22
2015,15,15,sainz,Carlos,Sainz,Spanish,12
2015,15,16,alonso,Fernando,Alonso,Spanish,11
2015,15,17,ericsson,Marcus,Ericsson,Swedish,9
2015,15,18,button,Jenson,Button,British,8
2015,15,19,merhi,Roberto,Merhi,Spanish,0
2015,15,20,stevens,Will,Stevens,British,0
2015,15,21,rossi,Alexander,Rossi,American,0
2015,15,22,kevin_magnussen,Kevin,Magnussen,Danish,0
