Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2021,14,1,Mercedes,German,362.5,4
2021,14,2,Red Bull,Austrian,344.5,8
2021,14,3,McLaren,British,215,1
2021,14,4,Ferrari,Italian,201.5,0
2021,14,5,Alpine F1 Team,French,95,1
2021,14,6,AlphaTauri,Italian,84,0
2021,14,7,Aston Martin,British,59,0
2021,14,8,Williams,British,22,0
2021,14,9,Alfa Romeo,Swiss,3,0
2021,14,10,Haas F1 Team,American,0,0
