Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2018,11,1,hamilton,Lewis,Hamilton,British,188
2018,11,2,vettel,Sebastian,Vettel,German,171
2018,11,3,raikkonen,Kimi,Räikkönen,Finnish,131
2018,11,4,bottas,Valtteri,Bottas,Finnish,122
2018,11,5,ricciardo,Daniel,Ricciardo,Australian,106
2018,11,6,max_verstappen,Max,Verstappen,Dutch,105
2018,11,7,hulkenberg,Nico,Hülkenberg,German,52
2018,11,8,alonso,Fernando,Alonso,Spanish,40
2018,11,9,kevin_magnussen,Kevin,Magnussen,Danish,39
2018,11,10,perez,Sergio,Pérez,Mexican,30
2018,11,11,ocon,Esteban,Ocon,French,29
2018,11,12,sainz,Carlos,Sainz,Spanish,28
2018,11,13,grosjean,Romain,Grosjean,French,20
2018,11,14,gasly,Pierre,Gasly,French,18
2018,11,15,leclerc,Charles,Leclerc,Monegasque,13
2018,11,16,vandoorne,Stoffel,Vandoorne,Belgian,8
2018,11,17,ericsson,Marcus,Ericsson,Swedish,5
2018,11,18,stroll,Lance,Stroll,Canadian,4
2018,11,19,brendon_hartley,Brendon,Hartley,New Zealander,2
2018,11,20,sirotkin,Sergey,Sirotkin,Russian,0
