Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2014,9,1,rosberg,Nico,Rosberg,German,165
2014,9,2,hamilton,Lewis,Hamilton,British,161
2014,9,3,ricciardo,Daniel,Ricciardo,Australian,98
2014,9,4,alonso,Fernando,Alonso,Spanish,87
2014,9,5,bottas,Valtteri,Bottas,Finnish,73
2014,9,6,vettel,Sebastian,Vettel,German,70
2014,9,7,hulkenberg,Nico,Hülkenberg,German,63
2014,9,8,button,Jenson,Button,British,55
2014,9,9,kevin_magnussen,Kevin,Magnussen,Danish,35
2014,9,10,massa,Felipe,Massa,Brazilian,30
2014,9,11,perez,Sergio,Pérez,Mexican,28
2014,9,12,raikkonen,Kimi,Räikkönen,Finnish,19
2014,9,13,vergne,Jean-Éric,Vergne,French,9
2014,9,14,grosjean,Romain,Grosjean,French,8
2014,9,15,kvyat,Daniil,Kvyat,Russian,6
2014,9,16,jules_bianchi,Jules,Bianchi,French,2
2014,9,17,sutil,Adrian,Sutil,German,0
2014,9,18,ericsson,Marcus,Ericsson,Swedish,0
2014,9,19,maldonado,Pastor,Maldonado,Venezuelan,0
2014,9,20,gutierrez,Esteban,Gutiérrez,Mexican,0
2014,9,21,chilton,Max,Chilton,British,0
2014,9,22,kobayashi,Kamui,Kobayashi,Japanese,0
