Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2014,13,1,rosberg,Nico,Rosberg,German,238
2014,13,2,hamilton,Lewis,Hamilton,British,216
2014,13,3,ricciardo,Daniel,Ricciardo,Australian,166
2014,13,4,bottas,Valtteri,Bottas,Finnish,122
2014,13,5,alonso,Fernando,Alonso,Spanish,121
2014,13,6,vettel,Sebastian,Vettel,German,106
2014,13,7,button,Jenson,Button,British,72
2014,13,8,hulkenberg,Nico,Hülkenberg,German,70
2014,13,9,massa,Felipe,Massa,Brazilian,55
2014,13,10,raikkonen,Kimi,Räikkönen,Finnish,41
2014,13,11,perez,Sergio,Pérez,Mexican,39
2014,13,12,kevin_magnussen,Kevin,Magnussen,Danish,38
2014,13,13,vergne,Jean-Éric,Vergne,French,11
2014,13,14,grosjean,Romain,Grosjean,French,8
2014,13,15,kvyat,Daniil,Kvyat,Russian,8
2014,13,16,jules_bianchi,Jules,Bianchi,French,2
2014,13,17,sutil,Adrian,Sutil,German,0
2014,13,18,ericsson,Marcus,Ericsson,Swedish,0
2014,13,19,maldonado,Pastor,Maldonado,Venezuelan,0
2014,13,20,gutierrez,Esteban,Gutiérrez,Mexican,0
2014,13,21,chilton,Max,Chilton,British,0
2014,13,22,kobayashi,Kamui,Kobayashi,Japanese,0
2014,13,23,lotterer,André,Lotterer,German,0
