Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2018,10,1,vettel,Sebastian,Vettel,German,171
2018,10,2,hamilton,Lewis,Hamilton,British,163
2018,10,3,raikkonen,Kimi,Räikkönen,Finnish,116
2018,10,4,ricciardo,Daniel,Ricciardo,Australian,106
2018,10,5,bottas,Valtteri,Bottas,Finnish,104
2018,10,6,max_verstappen,Max,Verstappen,Dutch,93
2018,10,7,hulkenberg,Nico,Hülkenberg,German,42
2018,10,8,alonso,Fernando,Alonso,Spanish,40
2018,10,9,kevin_magnussen,Kevin,Magnussen,Danish,39
2018,10,10,sainz,Carlos,Sainz,Spanish,28
2018,10,11,ocon,Esteban,Ocon,French,25
2018,10,12,perez,Sergio,Pérez,Mexican,24
2018,10,13,gasly,Pierre,Gasly,French,18
2018,10,14,leclerc,Charles,Leclerc,Monegasque,13
2018,10,15,grosjean,Romain,Grosjean,French,12
2018,10,16,vandoorne,Stoffel,Vandoorne,Belgian,8
2018,10,17,stroll,Lance,Stroll,Canadian,4
2018,10,18,ericsson,Marcus,Ericsson,Swedish,3
2018,10,19,brendon_hartley,Brendon,Hartley,New Zealander,1
2018,10,20,sirotkin,Sergey,Sirotkin,Russian,0
