Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2024,18,1,max_verstappen,Max,Verstappen,Dutch,331
2024,18,2,norris,Lando,Norris,British,279
2024,18,3,leclerc,Charles,Leclerc,Monegasque,245
2024,18,4,piastri,Oscar,Piastri,Australian,237
2024,18,5,sainz,Carlos,Sainz,Spanish,190
2024,18,6,hamilton,Lewis,Hamilton,British,174
2024,18,7,russell,George,Russell,British,155
2024,18,8,perez,Sergio,Pérez,Mexican,144
2024,18,9,alonso,Fernando,Alonso,Spanish,62
2024,18,10,hulkenberg,Nico,Hülkenberg,German,24
2024,18,11,stroll,Lance,Stroll,Canadian,24
2024,18,12,tsunoda,Yuki,Tsunoda,Japanese,22
2024,18,13,albon,Alexander,Albon,Thai,12
2024,18,14,ricciardo,Daniel,Ricciardo,Australian,12
2024,18,15,gasly,Pierre,Gasly,French,8
2024,18,16,bearman,Oliver,Bearman,British,7
2024,18,17,kevin_magnussen,Kevin,Magnussen,Danish,6
2024,18,18,ocon,Esteban,Ocon,French,5
2024,18,19,colapinto,Franco,Colapinto,Argentinian,4
2024,18,20,zhou,Guanyu,Zhou,Chinese,0
2024,18,21,sargeant,Logan,Sargeant,American,0
2024,18,22,bottas,Valtteri,Bottas,Finnish,0
