Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2014,17,1,hamilton,Lewis,Hamilton,British,316
2014,17,2,rosberg,Nico,Rosberg,German,292
2014,17,3,ricciardo,Daniel,Ricciardo,Australian,214
2014,17,4,bottas,Valtteri,Bottas,Finnish,155
2014,17,5,vettel,Sebastian,Vettel,German,149
2014,17,6,alonso,Fernando,Alonso,Spanish,149
2014,17,7,button,Jenson,Button,British,94
2014,17,8,massa,Felipe,Massa,Brazilian,83
2014,17,9,hulkenberg,Nico,Hülkenberg,German,76
2014,17,10,kevin_magnussen,Kevin,Magnussen,Danish,53
2014,17,11,perez,Sergio,Pérez,Mexican,47
2014,17,12,raikkonen,Kimi,Räikkönen,Finnish,47
2014,17,13,vergne,Jean-Éric,Vergne,French,22
2014,17,14,grosjean,Romain,Grosjean,French,8
2014,17,15,kvyat,Daniil,Kvyat,Russian,8
2014,17,16,maldonado,Pastor,Maldonado,Venezuelan,2
2014,17,17,jules_bianchi,Jules,Bianchi,French,2
2014,17,18,sutil,Adrian,Sutil,German,0
2014,17,19,ericsson,Marcus,Ericsson,Swedish,0
2014,17,20,gutierrez,Esteban,Gutiérrez,Mexican,0
2014,17,21,chilton,Max,Chilton,British,0
2014,17,22,kobayashi,Kamui,Kobayashi,Japanese,0
2014,17,23,lotterer,André,Lotterer,German,0
