Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2004,10,1,michael_schumacher,Michael,Schumacher,German,90
2004,10,2,barrichello,Rubens,Barrichello,Brazilian,68
2004,10,3,button,Jenson,Button,British,48
2004,10,4,trulli,Jarno,Trulli,Italian,46
2004,10,5,alonso,Fernando,Alonso,Spanish,33
2004,10,6,montoya,Juan,Pablo Montoya,Colombian,25
2004,10,7,sato,Takuma,Sato,Japanese,14
2004,10,8,ralf_schumacher,Ralf,Schumacher,German,12
2004,10,9,coulthard,David,Coulthard,British,12
2004,10,10,fisichella,Giancarlo,Fisichella,Italian,10
2004,10,11,raikkonen,Kimi,Räikkönen,Finnish,10
2004,10,12,massa,Felipe,Massa,Brazilian,5
2004,10,13,panis,Olivier,Panis,French,5
2004,10,14,matta,Cristiano,da Matta,Brazilian,3
2004,10,15,webber,Mark,Webber,Australian,3
2004,10,16,heidfeld,Nick,Heidfeld,German,3
2004,10,17,glock,Timo,Glock,German,2
2004,10,18,baumgartner,Zsolt,Baumgartner,Hungarian,1
2004,10,19,klien,Christian,Klien,Austrian,0
2004,10,20,gene,Marc,Gené,Spanish,0
2004,10,21,pantano,Giorgio,Pantano,Italian,0
2004,10,22,bruni,Gianmaria,Bruni,Italian,0
