Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2023,7,1,max_verstappen,Max,Verstappen,Dutch,170
2023,7,2,perez,Sergio,Pérez,Mexican,117
2023,7,3,alonso,Fernando,Alonso,Spanish,99
2023,7,4,hamilton,Lewis,Hamilton,British,87
2023,7,5,russell,George,Russell,British,65
2023,7,6,sainz,Carlos,Sainz,Spanish,58
2023,7,7,leclerc,Charles,Leclerc,Monegasque,42
2023,7,8,stroll,Lance,Stroll,Canadian,35
2023,7,9,ocon,Esteban,Ocon,French,25
2023,7,10,gasly,Pierre,Gasly,French,15
2023,7,11,norris,Lando,Norris,British,12
2023,7,12,hulkenberg,Nico,Hülkenberg,German,6
2023,7,13,piastri,Oscar,Piastri,Australian,5
2023,7,14,bottas,Valtteri,Bottas,Finnish,4
2023,7,15,zhou,Guanyu,Zhou,Chinese,4
2023,7,16,tsunoda,Yuki,Tsunoda,Japanese,2
2023,7,17,kevin_magnussen,Kevin,Magnussen,Danish,2
2023,7,18,albon,Alexander,Albon,Thai,1
2023,7,19,de_vries,Nyck,de Vries,Dutch,0
2023,7,20,sargeant,Logan,Sargeant,American,0
