Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2017,10,British Grand Prix,1,HAM,Lewis,Hamilton,British,Mercedes,1:39.069,1:27.893,1:26.600
2017,10,British Grand Prix,2,RAI,Kimi,Räikkönen,Finnish,Ferrari,1:40.455,1:28.992,1:27.147
2017,10,British Grand Prix,3,VET,Sebastian,Vettel,German,Ferrari,1:39.962,1:28.978,1:27.356
2017,10,British Grand Prix,4,BOT,Valtteri,Bottas,Finnish,Mercedes,1:39.698,1:28.732,1:27.376
2017,10,British Grand Prix,5,VER,Max,Verstappen,Dutch,Red Bull,1:38.912,1:29.431,1:28.130
2017,10,British Grand Prix,6,HUL,Nico,Hülkenberg,German,Renault,1:39.201,1:29.340,1:28.856
2017,10,British Grand Prix,7,PER,Sergio,Pérez,Mexican,Force India,1:42.009,1:29.824,1:28.902
2017,10,British Grand Prix,8,OCO,Esteban,Ocon,French,Force India,1:39.738,1:29.701,1:29.074
2017,10,British Grand Prix,9,VAN,Stoffel,Vandoorne,Belgian,McLaren,1:40.011,1:30.105,1:29.418
2017,10,British Grand Prix,10,GRO,Romain,Grosjean,French,Haas F1 Team,1:42.042,1:29.966,1:29.549
2017,10,British Grand Prix,11,PAL,Jolyon,Palmer,British,Renault,1:41.404,1:30.193,
2017,10,British Grand Prix,12,KVY,Daniil,Kvyat,Russian,Toro Rosso,1:41.726,1:30.355,
2017,10,British Grand Prix,13,ALO,Fernando,Alonso,Spanish,McLaren,1:37.598,1:30.600,
2017,10,British Grand Prix,14,SAI,Carlos,Sainz,Spanish,Toro Rosso,1:41.114,1:31.368,
2017,10,British Grand Prix,15,MAS,Felipe,Massa,Brazilian,Williams,1:41.874,1:31.482,
2017,10,British Grand Prix,16,STR,Lance,Stroll,Canadian,Williams,1:42.573,,
2017,10,British Grand Prix,17,MAG,Kevin,Magnussen,Danish,Haas F1 Team,1:42.577,,
2017,10,British Grand Prix,18,WEH,Pascal,Wehrlein,German,Sauber,1:42.593,,
2017,10,British Grand Prix,19,ERI,Marcus,Ericsson,Swedish,Sauber,1:42.633,,
2017,10,British Grand Prix,20,RIC,Daniel,Ricciardo,Australian,Red Bull,1:42.966,,
