Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2020,8,1,hamilton,Lewis,Hamilton,British,164
2020,8,2,bottas,Valtteri,Bottas,Finnish,117
2020,8,3,max_verstappen,Max,Verstappen,Dutch,110
2020,8,4,stroll,Lance,Stroll,Canadian,57
2020,8,5,norris,Lando,Norris,British,57
2020,8,6,albon,Alexander,Albon,Thai,48
2020,8,7,leclerc,Charles,Leclerc,Monegasque,45
2020,8,8,gasly,Pierre,Gasly,French,43
2020,8,9,sainz,Carlos,Sainz,Spanish,41
2020,8,10,ricciardo,Daniel,Ricciardo,Australian,41
2020,8,11,perez,Sergio,Pérez,Mexican,34
2020,8,12,ocon,Esteban,Ocon,French,30
2020,8,13,vettel,Sebastian,Vettel,German,16
2020,8,14,hulkenberg,Nico,Hülkenberg,German,6
2020,8,15,kvyat,Daniil,Kvyat,Russian,4
2020,8,16,giovinazzi,Antonio,Giovinazzi,Italian,2
2020,8,17,kevin_magnussen,Kevin,Magnussen,Danish,1
2020,8,18,latifi,Nicholas,Latifi,Canadian,0
2020,8,19,raikkonen,Kimi,Räikkönen,Finnish,0
2020,8,20,grosjean,Romain,Grosjean,French,0
2020,8,21,russell,George,Russell,British,0
