Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2019,2,1,bottas,Valtteri,Bottas,Finnish,44
2019,2,2,hamilton,Lewis,Hamilton,British,43
2019,2,3,max_verstappen,Max,Verstappen,Dutch,27
2019,2,4,leclerc,Charles,Leclerc,Monegasque,26
2019,2,5,vettel,Sebastian,Vettel,German,22
2019,2,6,raikkonen,Kimi,Räikkönen,Finnish,10
2019,2,7,norris,Lando,Norris,British,8
2019,2,8,kevin_magnussen,Kevin,Magnussen,Danish,8
2019,2,9,hulkenberg,Nico,Hülkenberg,German,6
2019,2,10,gasly,Pierre,Gasly,French,4
2019,2,11,albon,Alexander,Albon,Thai,2
2019,2,12,stroll,Lance,Stroll,Canadian,2
2019,2,13,kvyat,Daniil,Kvyat,Russian,1
2019,2,14,perez,Sergio,Pérez,Mexican,1
2019,2,15,giovinazzi,Antonio,Giovinazzi,Italian,0
2019,2,16,russell,George,Russell,British,0
2019,2,17,kubica,Robert,Kubica,Polish,0
2019,2,18,ricciardo,Daniel,Ricciardo,Australian,0
2019,2,19,grosjean,Romain,Grosjean,French,0
2019,2,20,sainz,Carlos,Sainz,Spanish,0
