Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2018,5,1,hamilton,Lewis,Hamilton,British,95
2018,5,2,vettel,Sebastian,Vettel,German,78
2018,5,3,bottas,Valtteri,Bottas,Finnish,58
2018,5,4,raikkonen,Kimi,Räikkönen,Finnish,48
2018,5,5,ricciardo,Daniel,Ricciardo,Australian,47
2018,5,6,max_verstappen,Max,Verstappen,Dutch,33
2018,5,7,alonso,Fernando,Alonso,Spanish,32
2018,5,8,hulkenberg,Nico,Hülkenberg,German,22
2018,5,9,kevin_magnussen,Kevin,Magnussen,Danish,19
2018,5,10,sainz,Carlos,Sainz,Spanish,19
2018,5,11,perez,Sergio,Pérez,Mexican,17
2018,5,12,gasly,Pierre,Gasly,French,12
2018,5,13,leclerc,Charles,Leclerc,Monegasque,9
2018,5,14,vandoorne,Stoffel,Vandoorne,Belgian,8
2018,5,15,stroll,Lance,Stroll,Canadian,4
2018,5,16,ericsson,Marcus,Ericsson,Swedish,2
2018,5,17,ocon,Esteban,Ocon,French,1
2018,5,18,brendon_hartley,Brendon,Hartley,New Zealander,1
2018,5,19,grosjean,Romain,Grosjean,French,0
2018,5,20,sirotkin,Sergey,Sirotkin,Russian,0
