Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2023,18,1,max_verstappen,Max,Verstappen,Dutch,466
2023,18,2,perez,Sergio,Pérez,Mexican,240
2023,18,3,hamilton,Lewis,Hamilton,British,201
2023,18,4,alonso,Fernando,Alonso,Spanish,183
2023,18,5,sainz,Carlos,Sainz,Spanish,171
2023,18,6,norris,Lando,Norris,British,159
2023,18,7,leclerc,Charles,Leclerc,Monegasque,151
2023,18,8,russell,George,Russell,British,143
2023,18,9,piastri,Oscar,Piastri,Australian,83
2023,18,10,gasly,Pierre,Gasly,French,56
2023,18,11,stroll,Lance,Stroll,Canadian,53
2023,18,12,ocon,Esteban,Ocon,French,44
2023,18,13,albon,Alexander,Albon,Thai,25
2023,18,14,bottas,Valtteri,Bottas,Finnish,10
2023,18,15,hulkenberg,Nico,Hülkenberg,German,9
2023,18,16,tsunoda,Yuki,Tsunoda,Japanese,8
2023,18,17,zhou,Guanyu,Zhou,Chinese,6
2023,18,18,kevin_magnussen,Kevin,Magnussen,Danish,3
2023,18,19,lawson,Liam,Lawson,New Zealander,2
2023,18,20,sargeant,Logan,Sargeant,American,1
2023,18,21,de_vries,Nyck,de Vries,Dutch,0
2023,18,22,ricciardo,Daniel,Ricciardo,Australian,0
