Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2018,14,1,Mercedes,German,415,6
2018,14,2,Ferrari,Italian,390,5
2018,14,3,Red Bull,Austrian,248,3
2018,14,4,Renault,French,86,0
2018,14,5,Haas F1 Team,American,76,0
2018,14,6,McLaren,British,52,0
2018,14,7,Force India,Indian,32,0
2018,14,8,Toro Rosso,Italian,30,0
2018,14,9,Sauber,Swiss,19,0
2018,14,10,Williams,British,7,0
