Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2018,4,1,hamilton,Lewis,Hamilton,British,70
2018,4,2,vettel,Sebastian,Vettel,German,66
2018,4,3,raikkonen,Kimi,Räikkönen,Finnish,48
2018,4,4,bottas,Valtteri,Bottas,Finnish,40
2018,4,5,ricciardo,Daniel,Ricciardo,Australian,37
2018,4,6,alonso,Fernando,Alonso,Spanish,28
2018,4,7,hulkenberg,Nico,Hülkenberg,German,22
2018,4,8,max_verstappen,Max,Verstappen,Dutch,18
2018,4,9,perez,Sergio,Pérez,Mexican,15
2018,4,10,sainz,Carlos,Sainz,Spanish,13
2018,4,11,gasly,Pierre,Gasly,French,12
2018,4,12,kevin_magnussen,Kevin,Magnussen,Danish,11
2018,4,13,leclerc,Charles,Leclerc,Monegasque,8
2018,4,14,vandoorne,Stoffel,Vandoorne,Belgian,8
2018,4,15,stroll,Lance,Stroll,Canadian,4
2018,4,16,ericsson,Marcus,Ericsson,Swedish,2
2018,4,17,ocon,Esteban,Ocon,French,1
2018,4,18,brendon_hartley,Brendon,Hartley,New Zealander,1
2018,4,19,grosjean,Romain,Grosjean,French,0
2018,4,20,sirotkin,Sergey,Sirotkin,Russian,0
