Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2017,10,1,vettel,Sebastian,Vettel,German,177
2017,10,2,hamilton,Lewis,Hamilton,British,176
2017,10,3,bottas,Valtteri,Bottas,Finnish,154
2017,10,4,ricciardo,Daniel,Ricciardo,Australian,117
2017,10,5,raikkonen,Kimi,Räikkönen,Finnish,98
2017,10,6,max_verstappen,Max,Verstappen,Dutch,57
2017,10,7,perez,Sergio,Pérez,Mexican,52
2017,10,8,ocon,Esteban,Ocon,French,43
2017,10,9,sainz,Carlos,Sainz,Spanish,29
2017,10,10,hulkenberg,Nico,Hülkenberg,German,26
2017,10,11,massa,Felipe,Massa,Brazilian,23
2017,10,12,stroll,Lance,Stroll,Canadian,18
2017,10,13,grosjean,Romain,Grosjean,French,18
2017,10,14,kevin_magnussen,Kevin,Magnussen,Danish,11
2017,10,15,wehrlein,Pascal,Wehrlein,German,5
2017,10,16,kvyat,Daniil,Kvyat,Russian,4
2017,10,17,alonso,Fernando,Alonso,Spanish,2
2017,10,18,jolyon_palmer,Jolyon,Palmer,British,0
2017,10,19,ericsson,Marcus,Ericsson,Swedish,0
2017,10,20,vandoorne,Stoffel,Vandoorne,Belgian,0
2017,10,21,giovinazzi,Antonio,Giovinazzi,Italian,0
2017,10,22,button,Jenson,Button,British,0
