Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2019,3,Chinese Grand Prix,1,BOT,Valtteri,Bottas,Finnish,Mercedes,1:32.658,1:31.728,1:31.547
2019,3,Chinese Grand Prix,2,HAM,Lewis,Hamilton,British,Mercedes,1:33.115,1:31.637,1:31.570
2019,3,Chinese Grand Prix,3,VET,Sebastian,Vettel,German,Ferrari,1:33.557,1:32.232,1:31.848
2019,3,Chinese Grand Prix,4,LEC,Charles,Leclerc,Monegasque,Ferrari,1:32.712,1:32.324,1:31.865
2019,3,Chinese Grand Prix,5,VER,Max,Verstappen,Dutch,Red Bull,1:33.274,1:32.369,1:32.089
2019,3,Chinese Grand Prix,6,GAS,Pierre,Gasly,French,Red Bull,1:33.863,1:32.948,1:32.930
2019,3,Chinese Grand Prix,7,RIC,Daniel,Ricciardo,Australian,Renault,1:33.709,1:33.214,1:32.958
2019,3,Chinese Grand Prix,8,HUL,Nico,Hülkenberg,German,Renault,1:33.644,1:33.968,1:32.962
2019,3,Chinese Grand Prix,9,MAG,Kevin,Magnussen,Danish,Haas F1 Team,1:34.036,1:33.150,
2019,3,Chinese Grand Prix,10,GRO,Romain,Grosjean,French,Haas F1 Team,1:33.752,1:33.156,
2019,3,Chinese Grand Prix,11,KVY,Daniil,Kvyat,Russian,Toro Rosso,1:33.783,1:33.236,
2019,3,Chinese Grand Prix,12,PER,Sergio,Pérez,Mexican,Racing Point,1:34.026,1:33.299,
2019,3,Chinese Grand Prix,13,RAI,Kimi,Räikkönen,Finnish,Alfa Romeo,1:34.125,1:33.419,
2019,3,Chinese Grand Prix,14,SAI,Carlos,Sainz,Spanish,McLaren,1:33.686,1:33.523,
2019,3,Chinese Grand Prix,15,NOR,Lando,Norris,British,McLaren,1:34.148,1:33.967,
2019,3,Chinese Grand Prix,16,STR,Lance,Stroll,Canadian,Racing Point,1:34.292,,
2019,3,Chinese Grand Prix,17,RUS,George,Russell,British,Williams,1:35.253,,
2019,3,Chinese Grand Prix,18,KUB,Robert,Kubica,Polish,Williams,1:35.281,,
