Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2002,11,1,Ferrari,Italian,128,9
2002,11,2,Williams,British,66,1
2002,11,3,McLaren,British,47,1
2002,11,4,Renault,French,15,0
2002,11,5,Sauber,Swiss,10,0
2002,11,6,Jordan,Irish,6,0
2002,11,7,BAR,British,5,0
2002,11,8,Jaguar,British,3,0
2002,11,9,Minardi,Italian,2,0
2002,11,10,Toyota,Japanese,2,0
2002,11,11,Arrows,British,2,0
