Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2021,4,1,hamilton,Lewis,Hamilton,British,94
2021,4,2,max_verstappen,Max,Verstappen,Dutch,80
2021,4,3,bottas,Valtteri,Bottas,Finnish,47
2021,4,4,norris,Lando,Norris,British,41
2021,4,5,leclerc,Charles,Leclerc,Monegasque,40
2021,4,6,perez,Sergio,Pérez,Mexican,32
2021,4,7,ricciardo,Daniel,Ricciardo,Australian,24
2021,4,8,sainz,Carlos,Sainz,Spanish,20
2021,4,9,ocon,Esteban,Ocon,French,10
2021,4,10,gasly,Pierre,Gasly,French,8
2021,4,11,stroll,Lance,Stroll,Canadian,5
2021,4,12,alonso,Fernando,Alonso,Spanish,5
2021,4,13,tsunoda,Yuki,Tsunoda,Japanese,2
2021,4,14,raikkonen,Kimi,Räikkönen,Finnish,0
2021,4,15,giovinazzi,Antonio,Giovinazzi,Italian,0
2021,4,16,vettel,Sebastian,Vettel,German,0
2021,4,17,russell,George,Russell,British,0
2021,4,18,mick_schumacher,Mick,Schumacher,German,0
2021,4,19,latifi,Nicholas,Latifi,Canadian,0
2021,4,20,mazepin,Nikita,Mazepin,Russian,0
