Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2022,7,1,max_verstappen,Max,Verstappen,Dutch,125
2022,7,2,leclerc,Charles,Leclerc,Monegasque,116
2022,7,3,perez,Sergio,Pérez,Mexican,110
2022,7,4,russell,George,Russell,British,84
2022,7,5,sainz,Carlos,Sainz,Spanish,83
2022,7,6,hamilton,Lewis,Hamilton,British,50
2022,7,7,norris,Lando,Norris,British,48
2022,7,8,bottas,Valtteri,Bottas,Finnish,40
2022,7,9,ocon,Esteban,Ocon,French,30
2022,7,10,kevin_magnussen,Kevin,Magnussen,Danish,15
2022,7,11,ricciardo,Daniel,Ricciardo,Australian,11
2022,7,12,tsunoda,Yuki,Tsunoda,Japanese,11
2022,7,13,alonso,Fernando,Alonso,Spanish,10
2022,7,14,gasly,Pierre,Gasly,French,6
2022,7,15,vettel,Sebastian,Vettel,German,5
2022,7,16,albon,Alexander,Albon,Thai,3
2022,7,17,stroll,Lance,Stroll,Canadian,2
2022,7,18,zhou,Guanyu,Zhou,Chinese,1
2022,7,19,mick_schumacher,Mick,Schumacher,German,0
2022,7,20,hulkenberg,Nico,Hülkenberg,German,0
2022,7,21,latifi,Nicholas,Latifi,Canadian,0
