Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2021,14,1,max_verstappen,Max,Verstappen,Dutch,226.5
2021,14,2,hamilton,Lewis,Hamilton,British,221.5
2021,14,3,bottas,Valtteri,Bottas,Finnish,141
2021,14,4,norris,Lando,Norris,British,132
2021,14,5,perez,Sergio,Pérez,Mexican,118
2021,14,6,leclerc,Charles,Leclerc,Monegasque,104
2021,14,7,sainz,Carlos,Sainz,Spanish,97.5
2021,14,8,ricciardo,Daniel,Ricciardo,Australian,83
2021,14,9,gasly,Pierre,Gasly,French,66
2021,14,10,alonso,Fernando,Alonso,Spanish,50
2021,14,11,ocon,Esteban,Ocon,French,45
2021,14,12,vettel,Sebastian,Vettel,German,35
2021,14,13,stroll,Lance,Stroll,Canadian,24
2021,14,14,tsunoda,Yuki,Tsunoda,Japanese,18
2021,14,15,russell,George,Russell,British,15
2021,14,16,latifi,Nicholas,Latifi,Canadian,7
2021,14,17,raikkonen,Kimi,Räikkönen,Finnish,2
2021,14,18,giovinazzi,Antonio,Giovinazzi,Italian,1
2021,14,19,mick_schumacher,Mick,Schumacher,German,0
2021,14,20,kubica,Robert,Kubica,Polish,0
2021,14,21,mazepin,Nikita,Mazepin,Russian,0
