Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2001,2,1,michael_schumacher,Michael,Schumacher,German,20
2001,2,2,barrichello,Rubens,Barrichello,Brazilian,10
2001,2,3,coulthard,David,Coulthard,British,10
2001,2,4,frentzen,Heinz-Harald,Frentzen,German,5
2001,2,5,heidfeld,Nick,Heidfeld,German,3
2001,2,6,ralf_schumacher,Ralf,Schumacher,German,2
2001,2,7,hakkinen,Mika,Häkkinen,Finnish,1
2001,2,8,raikkonen,Kimi,Räikkönen,Finnish,1
2001,2,9,verstappen,Jos,Verstappen,Dutch,0
2001,2,10,panis,Olivier,Panis,French,0
2001,2,11,burti,Luciano,Burti,Brazilian,0
2001,2,12,trulli,Jarno,Trulli,Italian,0
2001,2,13,alesi,Jean,Alesi,French,0
2001,2,14,button,Jenson,Button,British,0
2001,2,15,irvine,Eddie,Irvine,British,0
2001,2,16,alonso,Fernando,Alonso,Spanish,0
2001,2,17,mazzacane,Gastón,Mazzacane,Argentine,0
2001,2,18,fisichella,Giancarlo,Fisichella,Italian,0
2001,2,19,marques,Tarso,Marques,Brazilian,0
