Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2003,8,1,Ferrari,Italian,85,4
2003,8,2,McLaren,British,76,2
2003,8,3,Williams,British,64,1
2003,8,4,Renault,French,47,0
2003,8,5,Jordan,Irish,11,1
2003,8,6,BAR,British,11,0
2003,8,7,Sauber,Swiss,8,0
2003,8,8,Jaguar,British,6,0
2003,8,9,Toyota,Japanese,4,0
2003,8,10,Minardi,Italian,0,0
