Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2015,10,1,hamilton,Lewis,Hamilton,British,202
2015,10,2,rosberg,Nico,Rosberg,German,181
2015,10,3,vettel,Sebastian,Vettel,German,160
2015,10,4,bottas,Valtteri,Bottas,Finnish,77
2015,10,5,raikkonen,Kimi,Räikkönen,Finnish,76
2015,10,6,massa,Felipe,Massa,Brazilian,74
2015,10,7,ricciardo,Daniel,Ricciardo,Australian,51
2015,10,8,kvyat,Daniil,Kvyat,Russian,45
2015,10,9,hulkenberg,Nico,Hülkenberg,German,24
2015,10,10,grosjean,Romain,Grosjean,French,23
2015,10,11,max_verstappen,Max,Verstappen,Dutch,22
2015,10,12,nasr,Felipe,Nasr,Brazilian,16
2015,10,13,perez,Sergio,Pérez,Mexican,15
2015,10,14,maldonado,Pastor,Maldonado,Venezuelan,12
2015,10,15,alonso,Fernando,Alonso,Spanish,11
2015,10,16,sainz,Carlos,Sainz,Spanish,9
2015,10,17,button,Jenson,Button,British,6
2015,10,18,ericsson,Marcus,Ericsson,Swedish,6
2015,10,19,merhi,Roberto,Merhi,Spanish,0
2015,10,20,stevens,Will,Stevens,British,0
2015,10,21,kevin_magnussen,Kevin,Magnussen,Danish,0
