Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2001,6,1,michael_schumacher,Michael,Schumacher,German,42
2001,6,2,coulthard,David,Coulthard,British,38
2001,6,3,barrichello,Rubens,Barrichello,Brazilian,18
2001,6,4,ralf_schumacher,Ralf,Schumacher,German,12
2001,6,5,heidfeld,Nick,Heidfeld,German,8
2001,6,6,trulli,Jarno,Trulli,Italian,7
2001,6,7,montoya,Juan,Pablo Montoya,Colombian,6
2001,6,8,frentzen,Heinz-Harald,Frentzen,German,6
2001,6,9,panis,Olivier,Panis,French,5
2001,6,10,villeneuve,Jacques,Villeneuve,Canadian,4
2001,6,11,raikkonen,Kimi,Räikkönen,Finnish,4
2001,6,12,hakkinen,Mika,Häkkinen,Finnish,4
2001,6,13,verstappen,Jos,Verstappen,Dutch,1
2001,6,14,fisichella,Giancarlo,Fisichella,Italian,1
2001,6,15,irvine,Eddie,Irvine,British,0
2001,6,16,alesi,Jean,Alesi,French,0
2001,6,17,burti,Luciano,Burti,Brazilian,0
2001,6,18,marques,Tarso,Marques,Brazilian,0
2001,6,19,button,Jenson,Button,British,0
2001,6,20,bernoldi,Enrique,Bernoldi,Brazilian,0
2001,6,21,alonso,Fernando,Alonso,Spanish,0
2001,6,22,mazzacane,Gastón,Mazzacane,Argentine,0
