Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2021,5,Monaco Grand Prix,1,LEC,Charles,Leclerc,Monegasque,Ferrari,1:11.113,1:10.597,1:10.346
2021,5,Monaco Grand Prix,2,VER,Max,Verstappen,Dutch,Red Bull,1:11.124,1:10.650,1:10.576
2021,5,Monaco Grand Prix,3,BOT,Valtteri,Bottas,Finnish,Mercedes,1:10.938,1:10.695,1:10.601
2021,5,Monaco Grand Prix,4,SAI,Carlos,Sainz,Spanish,Ferrari,1:11.324,1:10.806,1:10.611
2021,5,Monaco Grand Prix,5,NOR,Lando,Norris,British,McLaren,1:11.321,1:11.031,1:10.620
2021,5,Monaco Grand Prix,6,GAS,Pierre,Gasly,French,AlphaTauri,1:11.560,1:11.179,1:10.900
2021,5,Monaco Grand Prix,7,HAM,Lewis,Hamilton,British,Mercedes,1:11.622,1:11.116,1:11.095
2021,5,Monaco Grand Prix,8,VET,Sebastian,Vettel,German,Aston Martin,1:12.078,1:11.309,1:11.419
2021,5,Monaco Grand Prix,9,PER,Sergio,Pérez,Mexican,Red Bull,1:11.644,1:11.019,1:11.573
2021,5,Monaco Grand Prix,10,GIO,Antonio,Giovinazzi,Italian,Alfa Romeo,1:11.658,1:11.409,1:11.779
2021,5,Monaco Grand Prix,11,OCO,Esteban,Ocon,French,Alpine F1 Team,1:11.740,1:11.486,
2021,5,Monaco Grand Prix,12,RIC,Daniel,Ricciardo,Australian,McLaren,1:11.747,1:11.598,
2021,5,Monaco Grand Prix,13,STR,Lance,Stroll,Canadian,Aston Martin,1:11.979,1:11.600,
2021,5,Monaco Grand Prix,14,RAI,Kimi,Räikkönen,Finnish,Alfa Romeo,1:11.899,1:11.642,
2021,5,Monaco Grand Prix,15,RUS,George,Russell,British,Williams,1:12.016,1:11.830,
2021,5,Monaco Grand Prix,16,TSU,Yuki,Tsunoda,Japanese,AlphaTauri,1:12.096,,
2021,5,Monaco Grand Prix,17,ALO,Fernando,Alonso,Spanish,Alpine F1 Team,1:12.205,,
2021,5,Monaco Grand Prix,18,LAT,Nicholas,Latifi,Canadian,Williams,1:12.366,,
2021,5,Monaco Grand Prix,19,MAZ,Nikita,Mazepin,Russian,Haas F1 Team,1:12.958,,
