Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2022,17,1,max_verstappen,Max,Verstappen,Dutch,341
2022,17,2,leclerc,Charles,Leclerc,Monegasque,237
2022,17,3,perez,Sergio,Pérez,Mexican,235
2022,17,4,russell,George,Russell,British,203
2022,17,5,sainz,Carlos,Sainz,Spanish,202
2022,17,6,hamilton,Lewis,Hamilton,British,170
2022,17,7,norris,Lando,Norris,British,100
2022,17,8,ocon,Esteban,Ocon,French,66
2022,17,9,alonso,Fernando,Alonso,Spanish,59
2022,17,10,bottas,Valtteri,Bottas,Finnish,46
2022,17,11,ricciardo,Daniel,Ricciardo,Australian,29
2022,17,12,vettel,Sebastian,Vettel,German,24
2022,17,13,gasly,Pierre,Gasly,French,23
2022,17,14,kevin_magnussen,Kevin,Magnussen,Danish,22
2022,17,15,stroll,Lance,Stroll,Canadian,13
2022,17,16,mick_schumacher,Mick,Schumacher,German,12
2022,17,17,tsunoda,Yuki,Tsunoda,Japanese,11
2022,17,18,zhou,Guanyu,Zhou,Chinese,6
2022,17,19,albon,Alexander,Albon,Thai,4
2022,17,20,de_vries,Nyck,de Vries,Dutch,2
2022,17,21,latifi,Nicholas,Latifi,Canadian,0
2022,17,22,hulkenberg,Nico,Hülkenberg,German,0
