Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2019,1,1,bottas,Valtteri,Bottas,Finnish,26
2019,1,2,hamilton,Lewis,Hamilton,British,18
2019,1,3,max_verstappen,Max,Verstappen,Dutch,15
2019,1,4,vettel,Sebastian,Vettel,German,12
2019,1,5,leclerc,Charles,Leclerc,Monegasque,10
2019,1,6,kevin_magnussen,Kevin,Magnussen,Danish,8
2019,1,7,hulkenberg,Nico,Hülkenberg,German,6
2019,1,8,raikkonen,Kimi,Räikkönen,Finnish,4
2019,1,9,stroll,Lance,Stroll,Canadian,2
2019,1,10,kvyat,Daniil,Kvyat,Russian,1
2019,1,11,gasly,Pierre,Gasly,French,0
2019,1,12,norris,Lando,Norris,British,0
2019,1,13,perez,Sergio,Pérez,Mexican,0
2019,1,14,albon,Alexander,Albon,Thai,0
2019,1,15,giovinazzi,Antonio,Giovinazzi,Italian,0
2019,1,16,russell,George,Russell,British,0
2019,1,17,kubica,Robert,Kubica,Polish,0
2019,1,18,grosjean,Romain,Grosjean,French,0
2019,1,19,ricciardo,Daniel,Ricciardo,Australian,0
2019,1,20,sainz,Carlos,Sainz,Spanish,0
