Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2015,3,1,hamilton,Lewis,Hamilton,British,68
2015,3,2,vettel,Sebastian,Vettel,German,55
2015,3,3,rosberg,Nico,Rosberg,German,51
2015,3,4,massa,Felipe,Massa,Brazilian,30
2015,3,5,raikkonen,Kimi,Räikkönen,Finnish,24
2015,3,6,bottas,Valtteri,Bottas,Finnish,18
2015,3,7,nasr,Felipe,Nasr,Brazilian,14
2015,3,8,ricciardo,Daniel,Ricciardo,Australian,11
2015,3,9,grosjean,Romain,Grosjean,French,6
2015,3,10,hulkenberg,Nico,Hülkenberg,German,6
2015,3,11,max_verstappen,Max,Verstappen,Dutch,6
2015,3,12,sainz,Carlos,Sainz,Spanish,6
2015,3,13,ericsson,Marcus,Ericsson,Swedish,5
2015,3,14,kvyat,Daniil,Kvyat,Russian,2
2015,3,15,perez,Sergio,Pérez,Mexican,1
2015,3,16,button,Jenson,Button,British,0
2015,3,17,alonso,Fernando,Alonso,Spanish,0
2015,3,18,merhi,Roberto,Merhi,Spanish,0
2015,3,19,stevens,Will,Stevens,British,0
2015,3,20,maldonado,Pastor,Maldonado,Venezuelan,0
2015,3,21,kevin_magnussen,Kevin,Magnussen,Danish,0
