Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2013,9,1,vettel,Sebastian,Vettel,German,157
2013,9,2,alonso,Fernando,Alonso,Spanish,123
2013,9,3,raikkonen,Kimi,Räikkönen,Finnish,116
2013,9,4,hamilton,Lewis,Hamilton,British,99
2013,9,5,webber,Mark,Webber,Australian,93
2013,9,6,rosberg,Nico,Rosberg,German,84
2013,9,7,massa,Felipe,Massa,Brazilian,57
2013,9,8,grosjean,Romain,Grosjean,French,41
2013,9,9,resta,Paul,di Resta,British,36
2013,9,10,button,Jenson,Button,British,33
2013,9,11,sutil,Adrian,Sutil,German,23
2013,9,12,perez,Sergio,Pérez,Mexican,16
2013,9,13,vergne,Jean-Éric,Vergne,French,13
2013,9,14,ricciardo,Daniel,Ricciardo,Australian,11
2013,9,15,hulkenberg,Nico,Hülkenberg,German,7
2013,9,16,maldonado,Pastor,Maldonado,Venezuelan,0
2013,9,17,bottas,Valtteri,Bottas,Finnish,0
2013,9,18,gutierrez,Esteban,Gutiérrez,Mexican,0
2013,9,19,jules_bianchi,Jules,Bianchi,French,0
2013,9,20,pic,Charles,Pic,French,0
2013,9,21,chilton,Max,Chilton,British,0
2013,9,22,garde,Giedo,van der Garde,Dutch,0
