Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2017,3,1,vettel,Sebastian,Vettel,German,68
2017,3,2,hamilton,Lewis,Hamilton,British,61
2017,3,3,bottas,Valtteri,Bottas,Finnish,38
2017,3,4,raikkonen,Kimi,Räikkönen,Finnish,34
2017,3,5,max_verstappen,Max,Verstappen,Dutch,25
2017,3,6,ricciardo,Daniel,Ricciardo,Australian,22
2017,3,7,massa,Felipe,Massa,Brazilian,16
2017,3,8,perez,Sergio,Pérez,Mexican,14
2017,3,9,sainz,Carlos,Sainz,Spanish,10
2017,3,10,grosjean,Romain,Grosjean,French,4
2017,3,11,kevin_magnussen,Kevin,Magnussen,Danish,4
2017,3,12,ocon,Esteban,Ocon,French,3
2017,3,13,hulkenberg,Nico,Hülkenberg,German,2
2017,3,14,kvyat,Daniil,Kvyat,Russian,2
2017,3,15,wehrlein,Pascal,Wehrlein,German,0
2017,3,16,giovinazzi,Antonio,Giovinazzi,Italian,0
2017,3,17,jolyon_palmer,Jolyon,Palmer,British,0
2017,3,18,vandoorne,Stoffel,Vandoorne,Belgian,0
2017,3,19,alonso,Fernando,Alonso,Spanish,0
2017,3,20,ericsson,Marcus,Ericsson,Swedish,0
2017,3,21,stroll,Lance,Stroll,Canadian,0
