Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2017,16,Japanese Grand Prix,1,HAM,Lewis,Hamilton,British,Mercedes,1:29.047,1:27.819,1:27.319
2017,16,Japanese Grand Prix,2,BOT,Valtteri,Bottas,Finnish,Mercedes,1:29.332,1:28.543,1:27.651
2017,16,Japanese Grand Prix,3,VET,Sebastian,Vettel,German,Ferrari,1:29.352,1:28.225,1:27.791
2017,16,Japanese Grand Prix,4,RIC,Daniel,Ricciardo,Australian,Red Bull,1:29.475,1:28.935,1:28.306
2017,16,Japanese Grand Prix,5,VER,Max,Verstappen,Dutch,Red Bull,1:29.181,1:28.747,1:28.332
2017,16,Japanese Grand Prix,6,RAI,Kimi,Räikkönen,Finnish,Ferrari,1:29.163,1:29.079,1:28.498
2017,16,Japanese Grand Prix,7,OCO,Esteban,Ocon,French,Force India,1:30.115,1:29.199,1:29.111
2017,16,Japanese Grand Prix,8,PER,Sergio,Pérez,Mexican,Force India,1:29.696,1:29.343,1:29.260
2017,16,Japanese Grand Prix,9,MAS,Felipe,Massa,Brazilian,Williams,1:30.352,1:29.687,1:29.480
2017,16,Japanese Grand Prix,10,ALO,Fernando,Alonso,Spanish,McLaren,1:30.525,1:29.749,1:30.687
2017,16,Japanese Grand Prix,11,VAN,Stoffel,Vandoorne,Belgian,McLaren,1:30.654,1:29.778,
2017,16,Japanese Grand Prix,12,HUL,Nico,Hülkenberg,German,Renault,1:30.252,1:29.879,
2017,16,Japanese Grand Prix,13,MAG,Kevin,Magnussen,Danish,Haas F1 Team,1:30.774,1:29.972,
2017,16,Japanese Grand Prix,14,PAL,Jolyon,Palmer,British,Renault,1:30.516,1:30.022,
2017,16,Japanese Grand Prix,15,SAI,Carlos,Sainz,Spanish,Toro Rosso,1:30.565,1:30.413,
2017,16,Japanese Grand Prix,16,GRO,Romain,Grosjean,French,Haas F1 Team,1:30.849,,
2017,16,Japanese Grand Prix,17,GAS,Pierre,Gasly,French,Toro Rosso,1:31.317,,
2017,16,Japanese Grand Prix,18,STR,Lance,Stroll,Canadian,Williams,1:31.409,,
2017,16,Japanese Grand Prix,19,ERI,Marcus,Ericsson,Swedish,Sauber,1:31.597,,
2017,16,Japanese Grand Prix,20,WEH,Pascal,Wehrlein,German,Sauber,1:31.885,,
