Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2019,16,Russian Grand Prix,1,LEC,Charles,Leclerc,Monegasque,Ferrari,1:33.613,1:32.434,1:31.628
2019,16,Russian Grand Prix,2,HAM,Lewis,Hamilton,British,Mercedes,1:33.230,1:33.134,1:32.030
2019,16,Russian Grand Prix,3,VET,Sebastian,Vettel,German,Ferrari,1:33.032,1:32.536,1:32.053
2019,16,Russian Grand Prix,4,VER,Max,Verstappen,Dutch,Red Bull,1:33.368,1:32.634,1:32.310
2019,16,Russian Grand Prix,5,BOT,Valtteri,Bottas,Finnish,Mercedes,1:33.413,1:33.281,1:32.632
2019,16,Russian Grand Prix,6,SAI,Carlos,Sainz,Spanish,McLaren,1:34.184,1:33.807,1:33.222
2019,16,Russian Grand Prix,7,HUL,Nico,Hülkenberg,German,Renault,1:34.236,1:33.898,1:33.289
2019,16,Russian Grand Prix,8,NOR,Lando,Norris,British,McLaren,1:34.201,1:33.725,1:33.301
2019,16,Russian Grand Prix,9,GRO,Romain,Grosjean,French,Haas F1 Team,1:34.283,1:33.643,1:33.517
2019,16,Russian Grand Prix,10,RIC,Daniel,Ricciardo,Australian,Renault,1:34.138,1:33.862,1:33.661
2019,16,Russian Grand Prix,11,GAS,Pierre,Gasly,French,Toro Rosso,1:34.456,1:33.950,
2019,16,Russian Grand Prix,12,PER,Sergio,Pérez,Mexican,Racing Point,1:34.336,1:33.958,
2019,16,Russian Grand Prix,13,GIO,Antonio,Giovinazzi,Italian,Alfa Romeo,1:34.755,1:34.037,
2019,16,Russian Grand Prix,14,MAG,Kevin,Magnussen,Danish,Haas F1 Team,1:33.889,1:34.082,
2019,16,Russian Grand Prix,15,STR,Lance,Stroll,Canadian,Racing Point,1:34.287,1:34.233,
2019,16,Russian Grand Prix,16,RAI,Kimi,Räikkönen,Finnish,Alfa Romeo,1:34.840,,
2019,16,Russian Grand Prix,17,RUS,George,Russell,British,Williams,1:35.356,,
2019,16,Russian Grand Prix,18,KUB,Robert,Kubica,Polish,Williams,1:36.474,,
2019,16,Russian Grand Prix,19,ALB,Alexander,Albon,Thai,Red Bull,1:39.197,,
2019,16,Russian Grand Prix,20,KVY,Daniil,Kvyat,Russian,Toro Rosso,1:39.544,,
