Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2020,6,1,hamilton,Lewis,Hamilton,British,132
2020,6,2,max_verstappen,Max,Verstappen,Dutch,95
2020,6,3,bottas,Valtteri,Bottas,Finnish,89
2020,6,4,leclerc,Charles,Leclerc,Monegasque,45
2020,6,5,stroll,Lance,Stroll,Canadian,40
2020,6,6,albon,Alexander,Albon,Thai,40
2020,6,7,norris,Lando,Norris,British,39
2020,6,8,perez,Sergio,Pérez,Mexican,32
2020,6,9,sainz,Carlos,Sainz,Spanish,23
2020,6,10,ricciardo,Daniel,Ricciardo,Australian,20
2020,6,11,vettel,Sebastian,Vettel,German,16
2020,6,12,ocon,Esteban,Ocon,French,16
2020,6,13,gasly,Pierre,Gasly,French,14
2020,6,14,hulkenberg,Nico,Hülkenberg,German,6
2020,6,15,giovinazzi,Antonio,Giovinazzi,Italian,2
2020,6,16,kvyat,Daniil,Kvyat,Russian,2
2020,6,17,kevin_magnussen,Kevin,Magnussen,Danish,1
2020,6,18,raikkonen,Kimi,Räikkönen,Finnish,0
2020,6,19,latifi,Nicholas,Latifi,Canadian,0
2020,6,20,russell,George,Russell,British,0
2020,6,21,grosjean,Romain,Grosjean,French,0
