Season,Round,RaceName,Position,DriverID,FirstName,FamilyName,Nationality,constructor,Q1_time,Q2_time,Q3_time
2018,6,Monaco Grand Prix,1,RIC,Daniel,Ricciardo,Australian,Red Bull,1:12.013,1:11.278,1:10.810
2018,6,Monaco Grand Prix,2,VET,Sebastian,Vettel,German,Ferrari,1:12.415,1:11.518,1:11.039
2018,6,Monaco Grand Prix,3,HAM,Lewis,Hamilton,British,Mercedes,1:12.460,1:11.584,1:11.232
2018,6,Monaco Grand Prix,4,RAI,Kimi,Räikkönen,Finnish,Ferrari,1:12.639,1:11.391,1:11.266
2018,6,Monaco Grand Prix,5,BOT,Valtteri,Bottas,Finnish,Mercedes,1:12.434,1:12.002,1:11.441
2018,6,Monaco Grand Prix,6,OCO,Esteban,Ocon,French,Force India,1:13.028,1:12.188,1:12.061
2018,6,Monaco Grand Prix,7,ALO,Fernando,Alonso,Spanish,McLaren,1:12.657,1:12.269,1:12.110
2018,6,Monaco Grand Prix,8,SAI,Carlos,Sainz,Spanish,Renault,1:12.950,1:12.286,1:12.130
2018,6,Monaco Grand Prix,9,PER,Sergio,Pérez,Mexican,Force India,1:12.848,1:12.194,1:12.154
2018,6,Monaco Grand Prix,10,GAS,Pierre,Gasly,French,Toro Rosso,1:12.941,1:12.313,1:12.221
2018,6,Monaco Grand Prix,11,HUL,Nico,Hülkenberg,German,Renault,1:13.065,1:12.411,
2018,6,Monaco Grand Prix,12,VAN,Stoffel,Vandoorne,Belgian,McLaren,1:12.463,1:12.440,
2018,6,Monaco Grand Prix,13,SIR,Sergey,Sirotkin,Russian,Williams,1:12.706,1:12.521,
2018,6,Monaco Grand Prix,14,LEC,Charles,Leclerc,Monegasque,Sauber,1:12.829,1:12.714,
2018,6,Monaco Grand Prix,15,GRO,Romain,Grosjean,French,Haas F1 Team,1:12.930,1:12.728,
2018,6,Monaco Grand Prix,16,HAR,Brendon,Hartley,New Zealander,Toro Rosso,1:13.179,,
2018,6,Monaco Grand Prix,17,ERI,Marcus,Ericsson,Swedish,Sauber,1:13.265,,
2018,6,Monaco Grand Prix,18,STR,Lance,Stroll,Canadian,Williams,1:13.323,,
2018,6,Monaco Grand Prix,19,MAG,Kevin,Magnussen,Danish,Haas F1 Team,1:13.393,,
2018,6,Monaco Grand Prix,20,VER,Max,Verstappen,Dutch,Red Bull,"",,
