Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2003,2,1,McLaren,British,26,2
2003,2,2,Ferrari,Italian,16,0
2003,2,3,Renault,French,16,0
2003,2,4,Williams,British,14,0
2003,2,5,Sauber,Swiss,4,0
2003,2,6,BAR,British,2,0
2003,2,7,Jordan,Irish,0,0
2003,2,8,Minardi,Italian,0,0
2003,2,9,Toyota,Japanese,0,0
