Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2009,11,1,button,Jenson,Button,British,72
2009,11,2,barrichello,Rubens,Barrichello,Brazilian,54
2009,11,3,webber,Mark,Webber,Australian,51.5
2009,11,4,vettel,Sebastian,Vettel,German,47
2009,11,5,rosberg,Nico,Rosberg,German,29.5
2009,11,6,hamilton,Lewis,Hamilton,British,27
2009,11,7,raikkonen,Kimi,Räikkönen,Finnish,24
2009,11,8,trulli,Jarno,Trulli,Italian,22.5
2009,11,9,massa,Felipe,Massa,Brazilian,22
2009,11,10,glock,Timo,Glock,German,16
2009,11,11,alonso,Fernando,Alonso,Spanish,16
2009,11,12,kovalainen,Heikki,Kovalainen,Finnish,14
2009,11,13,heidfeld,Nick,Heidfeld,German,6
2009,11,14,kubica,Robert,Kubica,Polish,3
2009,11,15,buemi,Sébastien,Buemi,Swiss,3
2009,11,16,bourdais,Sébastien,Bourdais,French,2
2009,11,17,fisichella,Giancarlo,Fisichella,Italian,0
2009,11,18,sutil,Adrian,Sutil,German,0
2009,11,19,nakajima,Kazuki,Nakajima,Japanese,0
2009,11,20,piquet_jr,Nelson,Piquet Jr.,Brazilian,0
2009,11,21,alguersuari,Jaime,Alguersuari,Spanish,0
2009,11,22,grosjean,Romain,Grosjean,French,0
2009,11,23,badoer,Luca,Badoer,Italian,0
