Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2021,7,1,max_verstappen,Max,Verstappen,Dutch,131
2021,7,2,hamilton,Lewis,Hamilton,British,119
2021,7,3,perez,Sergio,Pérez,Mexican,84
2021,7,4,norris,Lando,Norris,British,76
2021,7,5,bottas,Valtteri,Bottas,Finnish,59
2021,7,6,leclerc,Charles,Leclerc,Monegasque,52
2021,7,7,sainz,Carlos,Sainz,Spanish,42
2021,7,8,gasly,Pierre,Gasly,French,37
2021,7,9,ricciardo,Daniel,Ricciardo,Australian,34
2021,7,10,vettel,Sebastian,Vettel,German,30
2021,7,11,alonso,Fernando,Alonso,Spanish,17
2021,7,12,ocon,Esteban,Ocon,French,12
2021,7,13,stroll,Lance,Stroll,Canadian,10
2021,7,14,tsunoda,Yuki,Tsunoda,Japanese,8
2021,7,15,raikkonen,Kimi,Räikkönen,Finnish,1
2021,7,16,giovinazzi,Antonio,Giovinazzi,Italian,1
2021,7,17,russell,George,Russell,British,0
2021,7,18,mick_schumacher,Mick,Schumacher,German,0
2021,7,19,mazepin,Nikita,Mazepin,Russian,0
2021,7,20,latifi,Nicholas,Latifi,Canadian,0
