Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2019,10,1,hamilton,Lewis,Hamilton,British,223
2019,10,2,bottas,Valtteri,Bottas,Finnish,184
2019,10,3,max_verstappen,Max,Verstappen,Dutch,136
2019,10,4,vettel,Sebastian,Vettel,German,123
2019,10,5,leclerc,Charles,Leclerc,Monegasque,120
2019,10,6,gasly,Pierre,Gasly,French,55
2019,10,7,sainz,Carlos,Sainz,Spanish,38
2019,10,8,raikkonen,Kimi,Räikkönen,Finnish,25
2019,10,9,norris,Lando,Norris,British,22
2019,10,10,ricciardo,Daniel,Ricciardo,Australian,22
2019,10,11,hulkenberg,Nico,Hülkenberg,German,17
2019,10,12,kevin_magnussen,Kevin,Magnussen,Danish,14
2019,10,13,perez,Sergio,Pérez,Mexican,13
2019,10,14,kvyat,Daniil,Kvyat,Russian,12
2019,10,15,albon,Alexander,Albon,Thai,7
2019,10,16,stroll,Lance,Stroll,Canadian,6
2019,10,17,grosjean,Romain,Grosjean,French,2
2019,10,18,giovinazzi,Antonio,Giovinazzi,Italian,1
2019,10,19,russell,George,Russell,British,0
2019,10,20,kubica,Robert,Kubica,Polish,0
