Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2020,12,1,Mercedes,German,435,10
2020,12,2,Red Bull,Austrian,226,1
2020,12,3,Racing Point,British,126,0
2020,12,4,McLaren,British,124,0
2020,12,5,Renault,French,120,0
2020,12,6,Ferrari,Italian,93,0
2020,12,7,AlphaTauri,Italian,77,1
2020,12,8,Alfa Romeo,Swiss,5,0
2020,12,9,Haas F1 Team,American,3,0
2020,12,10,Williams,British,0,0
