Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2002,14,1,michael_schumacher,Michael,Schumacher,German,122
2002,14,2,barrichello,Rubens,Barrichello,Brazilian,51
2002,14,3,montoya,Juan,Pablo Montoya,Colombian,44
2002,14,4,ralf_schumacher,Ralf,Schumacher,German,42
2002,14,5,coulthard,David,Coulthard,British,37
2002,14,6,raikkonen,Kimi,Räikkönen,Finnish,20
2002,14,7,button,Jenson,Button,British,11
2002,14,8,heidfeld,Nick,Heidfeld,German,7
2002,14,9,fisichella,Giancarlo,Fisichella,Italian,7
2002,14,10,irvine,Eddie,Irvine,British,4
2002,14,11,trulli,Jarno,Trulli,Italian,4
2002,14,12,massa,Felipe,Massa,Brazilian,4
2002,14,13,villeneuve,Jacques,Villeneuve,Canadian,3
2002,14,14,panis,Olivier,Panis,French,2
2002,14,15,webber,Mark,Webber,Australian,2
2002,14,16,salo,Mika,Salo,Finnish,2
2002,14,17,frentzen,Heinz-Harald,Frentzen,German,2
2002,14,18,mcnish,Allan,McNish,British,0
2002,14,19,yoong,Alex,Yoong,Malaysian,0
2002,14,20,rosa,Pedro,de la Rosa,Spanish,0
2002,14,21,sato,Takuma,Sato,Japanese,0
2002,14,22,bernoldi,Enrique,Bernoldi,Brazilian,0
