Season,Round,Championship Position,DriverID,FirstName,FamilyName,Nationaility,Points
2018,13,1,hamilton,Lewis,Hamilton,British,231
2018,13,2,vettel,Sebastian,Vettel,German,214
2018,13,3,raikkonen,Kimi,Räikkönen,Finnish,146
2018,13,4,bottas,Valtteri,Bottas,Finnish,144
2018,13,5,max_verstappen,Max,Verstappen,Dutch,120
2018,13,6,ricciardo,Daniel,Ricciardo,Australian,118
2018,13,7,hulkenberg,Nico,Hülkenberg,German,52
2018,13,8,kevin_magnussen,Kevin,Magnussen,Danish,49
2018,13,9,alonso,Fernando,Alonso,Spanish,44
2018,13,10,perez,Sergio,Pérez,Mexican,40
2018,13,11,ocon,Esteban,Ocon,French,37
2018,13,12,sainz,Carlos,Sainz,Spanish,30
2018,13,13,gasly,Pierre,Gasly,French,28
2018,13,14,grosjean,Romain,Grosjean,French,27
2018,13,15,leclerc,Charles,Leclerc,Monegasque,13
2018,13,16,vandoorne,Stoffel,Vandoorne,Belgian,8
2018,13,17,ericsson,Marcus,Ericsson,Swedish,6
2018,13,18,stroll,Lance,Stroll,Canadian,4
2018,13,19,brendon_hartley,Brendon,Hartley,New Zealander,2
2018,13,20,sirotkin,Sergey,Sirotkin,Russian,0
