Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2017,4,1,Mercedes,German,136,2
2017,4,2,Ferrari,Italian,135,2
2017,4,3,Red Bull,Austrian,57,0
2017,4,4,Force India,Indian,31,0
2017,4,5,Williams,British,18,0
2017,4,6,Toro Rosso,Italian,13,0
2017,4,7,Haas F1 Team,American,8,0
2017,4,8,Renault,French,6,0
2017,4,9,Sauber,Swiss,0,0
2017,4,10,McLaren,British,0,0
