Season,Round,Constructor-Position,Constructor,Nation,Points,Wins
2020,5,1,Mercedes,German,180,4
2020,5,2,Red Bull,Austrian,113,1
2020,5,3,Ferrari,Italian,55,0
2020,5,4,McLaren,British,53,0
2020,5,5,Racing Point,British,41,0
2020,5,6,Renault,French,36,0
2020,5,7,AlphaTauri,Italian,14,0
2020,5,8,Alfa Romeo,Swiss,2,0
2020,5,9,Haas F1 Team,American,1,0
2020,5,10,Williams,British,0,0
